"GeneID","Essential","Class","Complex","Phenotype","Motif","Chromosome","Function"
"G238857","Non-Essential","?","?","Cell morphology and organelle mutants","PS00133",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238857","Non-Essential","?","?","Cell morphology and organelle mutants","PS00133",4,"METABOLISM"
"G238885","Essential","?","?","?","?",10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238885","Essential","?","?","?","?",10,"METABOLISM"
"G238891","Essential","?","?","Carbohydrate and lipid biosynthesis defects","?",16,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G238891","Essential","?","?","Carbohydrate and lipid biosynthesis defects","?",16,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238891","Essential","?","?","Carbohydrate and lipid biosynthesis defects","?",16,"METABOLISM"
"G238891","Essential","?","?","Cell morphology and organelle mutants","?",16,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G238891","Essential","?","?","Cell morphology and organelle mutants","?",16,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238891","Essential","?","?","Cell morphology and organelle mutants","?",16,"METABOLISM"
"G238891","Essential","?","?","Conditional phenotypes","?",16,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G238891","Essential","?","?","Conditional phenotypes","?",16,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238891","Essential","?","?","Conditional phenotypes","?",16,"METABOLISM"
"G238891","Essential","?","?","Nucleic acid metabolism defects","?",16,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G238891","Essential","?","?","Nucleic acid metabolism defects","?",16,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238891","Essential","?","?","Nucleic acid metabolism defects","?",16,"METABOLISM"
"G238895","Non-Essential","?","?","?","PS00187",12,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238895","Non-Essential","?","?","?","PS00187",12,"ENERGY"
"G238895","Non-Essential","?","?","?","PS00187",12,"METABOLISM"
"G238916","Non-Essential","?","?","?","?",15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238916","Non-Essential","?","?","?","?",15,"METABOLISM"
"G238916","Non-Essential","?","?","?","?",15,"PROTEIN DESTINATION"
"G238928","Non-Essential","?","?","?","PS00387",13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238928","Non-Essential","?","?","?","PS00387",13,"ENERGY"
"G238928","Non-Essential","?","?","?","PS00387",13,"METABOLISM"
"G238933","Essential","?","?","?","?",13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238935","Non-Essential","?","?","Carbohydrate and lipid biosynthesis defects","?",2,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238935","Non-Essential","?","?","Carbohydrate and lipid biosynthesis defects","?",2,"METABOLISM"
"G238935","Non-Essential","?","?","Carbohydrate and lipid biosynthesis defects","?",2,"PROTEIN DESTINATION"
"G238935","Non-Essential","?","?","Cell morphology and organelle mutants","?",2,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238935","Non-Essential","?","?","Cell morphology and organelle mutants","?",2,"METABOLISM"
"G238935","Non-Essential","?","?","Cell morphology and organelle mutants","?",2,"PROTEIN DESTINATION"
"G238942","Essential","?","?","Auxotrophies, carbon and","?",13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238942","Essential","?","?","Auxotrophies, carbon and","?",13,"TRANSCRIPTION"
"G238946","Non-Essential","?","?","Mating and sporulation defects","?",2,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238946","Non-Essential","?","?","Mating and sporulation defects","?",2,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238954","Non-Essential","?","?","?","?",13,"PROTEIN DESTINATION"
"G238968","Non-Essential","?","?","?","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238968","Non-Essential","?","?","?","?",7,"PROTEIN SYNTHESIS"
"G238990","?","?","?","?","PS00014",15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238990","?","?","?","?","PS00014",15,"PROTEIN DESTINATION"
"G238990","?","?","?","?","PS00194",15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238990","?","?","?","?","PS00194",15,"PROTEIN DESTINATION"
"G239008","Essential","?","?","Cell cycle defects","PS00678",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G239008","Essential","?","?","Cell cycle defects","PS00678",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239008","Essential","?","?","Cell cycle defects","PS00678",7,"PROTEIN DESTINATION"
"G239010","Essential","?","?","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239010","Essential","?","?","Conditional phenotypes","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G239010","Essential","?","?","Conditional phenotypes","?",4,"TRANSCRIPTION"
"G239017","?","?","?","?","?",9,"TRANSCRIPTION"
"G239017","?","?","?","?","?",9,"TRANSCRIPTION"
"G239037","Non-Essential","?","?","?","?",15,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G239048","Non-Essential","?","?","Mating and sporulation defects","?",8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G239048","Non-Essential","?","?","Mating and sporulation defects","?",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239063","Non-Essential","?","?","Nucleic acid metabolism defects","?",12,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G239063","Non-Essential","?","?","Nucleic acid metabolism defects","?",12,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239098","Non-Essential","?","?","?","PS00510",14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239098","Non-Essential","?","?","?","PS00510",14,"ENERGY"
"G239098","Non-Essential","?","?","?","PS00510",14,"METABOLISM"
"G239101","Non-Essential","?","?","?","PS00469",11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239101","Non-Essential","?","?","?","PS00469",11,"METABOLISM"
"G239123","Essential","?","?","Cell morphology and organelle mutants","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239178","Essential","?","?","Conditional phenotypes","PS00017",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239178","Essential","?","?","Conditional phenotypes","PS00017",4,"TRANSCRIPTION"
"G239178","Essential","?","?","Conditional phenotypes","PS00039",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239178","Essential","?","?","Conditional phenotypes","PS00039",4,"TRANSCRIPTION"
"G239178","Essential","?","?","Sensitivity to antibiotics","PS00017",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239178","Essential","?","?","Sensitivity to antibiotics","PS00017",4,"TRANSCRIPTION"
"G239178","Essential","?","?","Sensitivity to antibiotics","PS00039",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239178","Essential","?","?","Sensitivity to antibiotics","PS00039",4,"TRANSCRIPTION"
"G239186","Non-Essential","?","?","?","?",7,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION"
"G239186","Non-Essential","?","?","?","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239188","Ambiguous-Essential","?","?","Cell morphology and organelle mutants","PS00017",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G239188","Ambiguous-Essential","?","?","Cell morphology and organelle mutants","PS00017",3,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G239188","Ambiguous-Essential","?","?","Cell morphology and organelle mutants","PS00017",3,"METABOLISM"
"G239188","Ambiguous-Essential","?","?","Conditional phenotypes","PS00017",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G239188","Ambiguous-Essential","?","?","Conditional phenotypes","PS00017",3,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G239188","Ambiguous-Essential","?","?","Conditional phenotypes","PS00017",3,"METABOLISM"
"G239188","Ambiguous-Essential","?","?","Sensitivity to aminoacid analogs and other drugs","PS00017",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G239188","Ambiguous-Essential","?","?","Sensitivity to aminoacid analogs and other drugs","PS00017",3,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G239188","Ambiguous-Essential","?","?","Sensitivity to aminoacid analogs and other drugs","PS00017",3,"METABOLISM"
"G239188","Ambiguous-Essential","?","?","Unknown","PS00017",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G239188","Ambiguous-Essential","?","?","Unknown","PS00017",3,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G239188","Ambiguous-Essential","?","?","Unknown","PS00017",3,"METABOLISM"
"G239196","Non-Essential","?","?","Cell morphology and organelle mutants","PS00133",8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G239196","Non-Essential","?","?","Cell morphology and organelle mutants","PS00133",8,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G239196","Non-Essential","?","?","Cell morphology and organelle mutants","PS00133",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239196","Non-Essential","?","?","Cell morphology and organelle mutants","PS00133",8,"TRANSCRIPTION"
"G239196","Non-Essential","?","?","Mating and sporulation defects","PS00133",8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G239196","Non-Essential","?","?","Mating and sporulation defects","PS00133",8,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G239196","Non-Essential","?","?","Mating and sporulation defects","PS00133",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239196","Non-Essential","?","?","Mating and sporulation defects","PS00133",8,"TRANSCRIPTION"
"G239196","Non-Essential","?","?","Nucleic acid metabolism defects","PS00133",8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G239196","Non-Essential","?","?","Nucleic acid metabolism defects","PS00133",8,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G239196","Non-Essential","?","?","Nucleic acid metabolism defects","PS00133",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239196","Non-Essential","?","?","Nucleic acid metabolism defects","PS00133",8,"TRANSCRIPTION"
"G239223","?","?","?","?","PS00564",15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239223","?","?","?","?","PS00564",15,"METABOLISM"
"G239223","?","?","?","?","PS00565",15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239223","?","?","?","?","PS00565",15,"METABOLISM"
"G239247","Non-Essential","?","?","Auxotrophies, carbon and","PS00074",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239247","Non-Essential","?","?","Auxotrophies, carbon and","PS00074",4,"METABOLISM"
"G239266","Essential","?","?","?","?",12,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239266","Essential","?","?","?","?",12,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G239266","Essential","?","?","?","?",12,"PROTEIN DESTINATION"
"G239294","Non-Essential","?","?","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239294","Non-Essential","?","?","?","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G239294","Non-Essential","?","?","?","?",4,"PROTEIN DESTINATION"
"G239316","Non-Essential","?","?","Cell morphology and organelle mutants","?",15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G239316","Non-Essential","?","?","Cell morphology and organelle mutants","?",15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239316","Non-Essential","?","?","Conditional phenotypes","?",15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G239316","Non-Essential","?","?","Conditional phenotypes","?",15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239316","Non-Essential","?","?","Sensitivity to aminoacid analogs and other drugs","?",15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G239316","Non-Essential","?","?","Sensitivity to aminoacid analogs and other drugs","?",15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239321","Non-Essential","?","?","Carbohydrate and lipid biosynthesis defects","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239321","Non-Essential","?","?","Carbohydrate and lipid biosynthesis defects","?",5,"PROTEIN DESTINATION"
"G239321","Non-Essential","?","?","Cell morphology and organelle mutants","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239321","Non-Essential","?","?","Cell morphology and organelle mutants","?",5,"PROTEIN DESTINATION"
"G239321","Non-Essential","?","?","Conditional phenotypes","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239321","Non-Essential","?","?","Conditional phenotypes","?",5,"PROTEIN DESTINATION"
"G239321","Non-Essential","?","?","Sensitivity to aminoacid analogs and other drugs","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239321","Non-Essential","?","?","Sensitivity to aminoacid analogs and other drugs","?",5,"PROTEIN DESTINATION"
"G239341","Non-Essential","?","?","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239341","Non-Essential","?","?","?","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G239392","Non-Essential","?","?","Sensitivity to aminoacid analogs and other drugs","PS01175",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G239392","Non-Essential","?","?","Sensitivity to aminoacid analogs and other drugs","PS01175",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G239392","Non-Essential","?","?","Sensitivity to aminoacid analogs and other drugs","PS01175",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239392","Non-Essential","?","?","Stress response defects","PS01175",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G239392","Non-Essential","?","?","Stress response defects","PS01175",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G239392","Non-Essential","?","?","Stress response defects","PS01175",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239393","Non-Essential","?","?","?","PS00098",9,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239393","Non-Essential","?","?","?","PS00098",9,"ENERGY"
"G239393","Non-Essential","?","?","?","PS00098",9,"METABOLISM"
"G239393","Non-Essential","?","?","?","PS00737",9,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239393","Non-Essential","?","?","?","PS00737",9,"ENERGY"
"G239393","Non-Essential","?","?","?","PS00737",9,"METABOLISM"
"G239420","Non-Essential","?","?","?","PS00178",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239420","Non-Essential","?","?","?","PS00178",8,"PROTEIN SYNTHESIS"
"G239428","Non-Essential","?","?","Conditional phenotypes","?",15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G239428","Non-Essential","?","?","Conditional phenotypes","?",15,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G239428","Non-Essential","?","?","Conditional phenotypes","?",15,"TRANSCRIPTION"
